x,y,sigma_trace,lambda_trace
44.172,26.1966,1.23607,2.08333
44.2,26.2844,1.23607,2.08333
44.2,26.2844,1.23607,2.08333
44.2364,26.2964,1.23607,2.08333
44.2728,26.3084,1.23607,2.08333
44.3093,26.3204,1.23607,2.08333
44.3093,26.3204,1.23607,2.08333
44.3938,26.3934,1.23607,2.08333
44.3938,26.3934,1.23607,2.08333
44.4254,26.4846,1.23607,2.08333
44.4569,26.5758,1.23607,2.08333
44.4885,26.667,1.23607,2.08333
44.5201,26.7583,1.23607,2.08333
44.5517,26.8495,1.23607,2.08333
44.5517,26.8495,1.23607,2.08333
44.5829,26.9187,1.23607,2.08333
44.6142,26.9879,1.23607,2.08333
44.6454,27.0571,1.23607,2.08333
44.6454,27.0571,1.23607,2.08333
44.7004,27.0995,1.23607,2.08333
44.7004,27.0995,1.23607,2.08333
44.6717,27.1502,1.23607,2.08333
44.6717,27.1502,1.23607,2.08333
44.7023,27.1889,1.23607,2.08333
44.733,27.2276,1.23607,2.08333
44.7637,27.2663,1.23607,2.08333
44.7637,27.2663,1.23607,2.08333
44.7857,27.283,1.23607,2.08333
44.8077,27.2996,1.23607,2.08333
44.8297,27.3163,1.23607,2.08333
44.8518,27.333,1.23607,2.08333
44.8738,27.3496,1.23607,2.08333
44.8738,27.3496,1.23607,2.08333
44.8993,27.3693,1.23607,2.08333
44.9247,27.389,1.23607,2.08333
44.9247,27.389,1.23607,2.08333
44.9543,27.408,1.23607,2.08333
44.9543,27.408,1.23607,2.08333
44.9313,27.4623,1.23607,2.08333
44.9084,27.5167,1.23607,2.08333
44.8854,27.5711,1.23607,2.08333
44.8625,27.6254,1.23607,2.08333
44.8395,27.6798,1.23607,2.08333
44.8395,27.6798,1.23607,2.08333
44.8705,27.6845,1.23607,2.08333
44.9014,27.6891,1.23607,2.08333
44.9324,27.6938,1.23607,2.08333
44.9324,27.6938,1.23607,2.08333
44.9465,27.7225,1.23607,2.08333
44.9465,27.7225,1.23607,2.08333
44.9941,27.7848,1.23607,2.08333
44.9941,27.7848,1.23607,2.08333
44.9741,27.8306,1.23607,2.08333
44.9541,27.8764,1.23607,2.08333
44.934,27.9223,1.23607,2.08333
44.914,27.9681,1.23607,2.08333
44.8939,28.0139,1.23607,2.08333
44.8939,28.0139,1.23607,2.08333
44.86,28.091,1.23607,2.08333
44.8261,28.1681,1.23607,2.08333
44.7923,28.2453,1.23607,2.08333
44.7584,28.3224,1.23607,2.08333
44.7584,28.3224,1.23607,2.08333
44.8074,28.3827,1.23607,2.08333
44.8565,28.4429,1.23607,2.08333
44.9055,28.5032,1.23607,2.08333
44.9055,28.5032,1.23607,2.08333
44.9482,28.5174,1.23607,2.08333
44.9908,28.5315,1.23607,2.08333
45.0334,28.5456,1.23607,2.08333
45.0334,28.5456,1.23607,2.08333
45.0242,28.5897,1.23607,2.08333
45.0151,28.6338,1.23607,2.08333
45.0059,28.6778,1.23607,2.08333
45.0059,28.6778,1.23607,2.08333
45.025,28.7489,1.23607,2.08333
45.0441,28.82,1.23607,2.08333
45.0632,28.8911,1.23607,2.08333
45.0823,28.9621,1.23607,2.08333
45.1014,29.0332,1.23607,2.08333
45.1014,29.0332,1.23607,2.08333
45.0911,29.0767,1.23607,2.08333
45.0808,29.1202,1.23607,2.08333
45.0704,29.1636,1.23607,2.08333
45.0601,29.2071,1.23607,2.08333
45.0498,29.2506,1.23607,2.08333
45.0498,29.2506,1.23607,2.08333
45.0772,29.2876,1.23607,2.08333
45.1046,29.3247,1.23607,2.08333
45.1046,29.3247,1.23607,2.08333
45.1274,29.3687,1.23607,2.08333
45.1502,29.4126,1.23607,2.08333
45.173,29.4566,1.23607,2.08333
45.1958,29.5005,1.23607,2.08333
45.2186,29.5445,1.23607,2.08333
45.2186,29.5445,1.23607,2.08333
45.1712,29.5463,1.23607,2.08333
45.1239,29.548,1.23607,2.08333
45.0766,29.5497,1.23607,2.08333
45.0766,29.5497,1.23607,2.08333
45.0771,29.6022,1.23607,2.08333
45.0771,29.6022,1.23607,2.08333
45.1052,29.6614,1.23607,2.08333
45.1333,29.7206,1.23607,2.08333
45.1614,29.7799,1.23607,2.08333
45.1896,29.8391,1.23607,2.08333
45.1896,29.8391,1.23607,2.08333
45.2189,29.8714,1.23607,2.08333
45.2482,29.9036,1.23607,2.08333
45.3998,30.1839,1.23607,2.08333
45.3998,30.1839,1.23607,2.08333
45.4167,30.2319,1.23607,2.08333
45.4335,30.28,1.23607,2.08333
45.4503,30.328,1.23607,2.08333
45.4672,30.376,1.23607,2.08333
45.484,30.424,1.23607,2.08333
45.484,30.424,1.23607,2.08333
45.4397,30.4836,1.23607,2.08333
45.3955,30.5432,1.23607,2.08333
45.3512,30.6028,1.23607,2.08333
45.3069,30.6623,1.23607,2.08333
45.3069,30.6623,1.23607,2.08333
45.2741,30.7074,1.23607,2.08333
45.2413,30.7525,1.23607,2.08333
45.2084,30.7976,1.23607,2.08333
45.2084,30.7976,1.23607,2.08333
45.2024,30.8821,1.23607,2.08333
45.1964,30.9666,1.23607,2.08333
45.1904,31.0512,1.23607,2.08333
45.1904,31.0512,1.23607,2.08333
45.2156,31.0458,1.23607,2.08333
45.2156,31.0458,1.23607,2.08333
45.1768,31.1132,1.23607,2.08333
45.1768,31.1132,1.23607,2.08333
45.1983,31.1145,1.23607,2.08333
45.1983,31.1145,1.23607,2.08333
45.1712,31.2135,1.23607,2.08333
45.1441,31.3126,1.23607,2.08333
45.117,31.4117,1.23607,2.08333
45.0899,31.5108,1.23607,2.08333
45.0628,31.6099,1.23607,2.08333
45.0628,31.6099,1.23607,2.08333
45.0624,31.6896,1.23607,2.08333
45.0624,31.6896,1.23607,2.08333
45.0987,31.7766,1.23607,2.08333
45.135,31.8636,1.23607,2.08333
45.1714,31.9506,1.23607,2.08333
45.1714,31.9506,1.23607,2.08333
45.1168,31.9748,1.23607,2.08333
45.0623,31.9991,1.23607,2.08333
45.0078,32.0233,1.23607,2.08333
45.0078,32.0233,1.23607,2.08333
45.019,32.0424,1.23607,2.08333
45.0302,32.0614,1.23607,2.08333
45.0302,32.0614,1.23607,2.08333
44.9983,32.0632,1.23607,2.08333
44.9664,32.065,1.23607,2.08333
44.9345,32.0668,1.23607,2.08333
44.9345,32.0668,1.23607,2.08333
44.9296,32.158,1.23607,2.08333
44.9247,32.2493,1.23607,2.08333
44.9199,32.3406,1.23607,2.08333
44.915,32.4319,1.23607,2.08333
44.9101,32.5232,1.23607,2.08333
44.9101,32.5232,1.23607,2.08333
44.9628,32.6165,1.23607,2.08333
44.9628,32.6165,1.23607,2.08333
44.9841,32.6317,1.23607,2.08333
44.9841,32.6317,1.23607,2.08333
44.9563,32.6998,1.23607,2.08333
44.9284,32.7679,1.23607,2.08333
44.9005,32.836,1.23607,2.08333
44.8726,32.9041,1.23607,2.08333
44.8726,32.9041,1.23607,2.08333
44.8438,32.9576,1.23607,2.08333
44.8438,32.9576,1.23607,2.08333
44.8132,32.9794,1.23607,2.08333
44.7826,33.0012,1.23607,2.08333
44.752,33.023,1.23607,2.08333
44.7214,33.0448,1.23607,2.08333
44.7214,33.0448,1.23607,2.08333
44.7437,33.0582,1.23607,2.08333
44.766,33.0716,1.23607,2.08333
44.766,33.0716,1.23607,2.08333
44.7475,33.122,1.23607,2.08333
44.7475,33.122,1.23607,2.08333
44.7699,33.1805,1.23607,2.08333
44.7922,33.239,1.23607,2.08333
44.7922,33.239,1.23607,2.08333
44.7725,33.2739,1.23607,2.08333
44.7527,33.3088,1.23607,2.08333
44.733,33.3437,1.23607,2.08333
44.7133,33.3786,1.23607,2.08333
44.6936,33.4136,1.23607,2.08333
44.6936,33.4136,1.23607,2.08333
44.6571,33.414,1.23607,2.08333
44.6571,33.414,1.23607,2.08333
44.712,33.5082,1.23607,2.08333
44.7669,33.6024,1.23607,2.08333
44.8218,33.6966,1.23607,2.08333
44.8767,33.7907,1.23607,2.08333
44.9316,33.8849,1.23607,2.08333
44.9316,33.8849,1.23607,2.08333
44.9731,33.9692,1.23607,2.08333
44.9731,33.9692,1.23607,2.08333
44.9659,33.9765,1.23607,2.08333
44.9587,33.9839,1.23607,2.08333
44.9587,33.9839,1.23607,2.08333
44.9449,33.9855,1.23607,2.08333
44.931,33.987,1.23607,2.08333
44.9172,33.9886,1.23607,2.08333
44.9172,33.9886,1.23607,2.08333
44.8868,33.9141,1.23607,2.08333
44.8868,33.9141,1.23607,2.08333
44.8923,34.0046,1.23607,2.08333
44.8978,34.0951,1.23607,2.08333
44.9033,34.1857,1.23607,2.08333
44.9033,34.1857,1.23607,2.08333
44.9503,34.2322,1.23607,2.08333
44.9974,34.2788,1.23607,2.08333
45.0445,34.3254,1.23607,2.08333
45.0916,34.3719,1.23607,2.08333
45.1387,34.4185,1.23607,2.08333
45.1387,34.4185,1.23607,2.08333
45.1554,34.4434,1.23607,2.08333
45.1721,34.4682,1.23607,2.08333
45.1889,34.4931,1.23607,2.08333
45.1889,34.4931,1.23607,2.08333
45.1787,34.5501,1.23607,2.08333
45.1686,34.6071,1.23607,2.08333
45.1585,34.6641,1.23607,2.08333
45.1484,34.7211,1.23607,2.08333
45.1484,34.7211,1.23607,2.08333
45.1635,34.7844,1.23607,2.08333
45.1786,34.8476,1.23607,2.08333
45.1937,34.9109,1.23607,2.08333
45.2088,34.9741,1.23607,2.08333
45.2239,35.0374,1.23607,2.08333
